,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
39,0.002564,-0.605128,-0.738462,-0.907692,-2.128205,-0.292308,-0.564103,-1.051282,-0.812821,-1.438462,-1.325641,-0.510256,-0.851282,-1.679487,-0.997436,-0.228205,-0.402564,-2.225641,-1.341026,-1.048718
40,0.02057,-0.466772,-0.667722,-0.678797,-2.087025,-0.261076,-0.455696,-0.75,-0.898734,-0.998418,-0.966772,-0.530063,-0.841772,-1.547468,-0.867089,-0.207278,-0.238924,-2.207278,-1.121835,-0.632911
41,-0.066838,-0.349614,-0.578406,-0.619537,-2.033419,-0.218509,-0.236504,-0.884319,-0.817481,-1.095116,-0.956298,-0.413882,-0.673522,-1.372751,-0.822622,-0.1491,-0.241645,-2.048843,-1.141388,-0.796915
42,-0.578199,-0.720379,-0.469194,-1.118483,-1.981043,-0.232227,-0.554502,-1.488152,-0.810427,-1.28436,-1.208531,-0.454976,-0.616114,-1.511848,-1.672986,-0.28436,-0.28436,-2.236967,-1.028436,-1.0
43,-0.210811,-1.336937,-0.243243,-0.864865,-1.911712,-0.992793,-1.315315,-0.565766,-1.174775,-1.345946,-1.702703,-1.237838,-1.500901,-1.785586,-1.300901,-0.007207,-0.003604,-2.120721,-1.225225,-0.899099
44,-0.187987,-0.418242,-0.777531,-0.680756,-1.996663,-0.242492,-0.50723,-1.407119,-0.837597,-1.097887,-0.784205,-0.858732,-0.902113,-1.369299,-1.281424,-0.527253,-0.598443,-2.21802,-1.377086,-0.998888
45,0.197531,-0.990741,-0.935185,-1.290123,-3.061728,-0.509259,-1.287037,-0.941358,-1.623457,-1.864198,-1.469136,-1.373457,-1.015432,-2.092593,-0.885802,-0.253086,-0.737654,-2.768519,-1.845679,-1.462963
46,-0.042254,-0.577465,-0.679577,-0.764085,-1.764085,-0.338028,-0.443662,-1.014085,-0.866197,-1.355634,-1.260563,-0.59507,-0.827465,-1.623239,-0.985915,-0.024648,-0.183099,-2.355634,-1.235915,-0.978873
47,0.405899,-0.537921,-0.674157,-0.761236,-2.129213,-0.023876,-0.411517,-0.598315,-0.787921,-1.16573,-0.796348,-0.448034,-0.634831,-1.582865,-0.710674,-0.005618,-0.117978,-2.26264,-1.438202,-0.81882
48,-0.409962,-0.777778,-0.609195,-0.842912,-2.360153,-0.321839,-0.452107,-1.306513,-0.823755,-1.429119,-1.413793,-0.590038,-0.992337,-1.467433,-1.022989,-0.275862,-0.570881,-2.501916,-1.195402,-1.337165
49,0.133367,-0.29024,-0.41441,-0.436893,-2.136944,0.083291,-0.139499,-0.624936,-0.54931,-1.175779,-0.733776,-0.241185,-0.66837,-1.5907,-0.794584,-0.017374,-0.121104,-2.236076,-1.461932,-0.847726
50,-0.017897,-0.908277,-1.246085,-1.004474,-1.63311,-1.131991,-1.04698,-1.250559,-0.834452,-1.022371,-1.026846,-1.295302,-0.939597,-1.436242,-0.850112,-0.61745,-0.427293,-2.0,-1.440716,-0.722595
51,-0.285714,-0.697337,-1.455206,-1.53753,-2.985472,-0.653753,-1.372881,-1.72155,-1.27845,-1.530266,-1.27845,-1.113801,-1.038741,-1.513317,-1.755448,-0.934625,-0.905569,-2.029056,-1.401937,-1.416465
52,-0.559633,-0.550459,-0.114679,-0.623853,-2.678899,-0.444954,-0.642202,-0.922018,-0.366972,-1.279817,-1.522936,-0.766055,-0.954128,-1.495413,-0.963303,-0.344037,-0.389908,-2.16055,-0.880734,-1.33945
53,0.408602,-0.11828,-0.770609,-0.792115,-2.014337,0.132616,-0.16129,-0.885305,-0.72043,-1.365591,-1.032258,-0.21147,-0.81362,-2.003584,-0.290323,0.215054,-0.021505,-2.523297,-1.659498,-0.910394
54,-0.020906,-0.41115,-0.337979,-0.634146,-1.71777,-0.045296,-0.205575,-0.930314,-0.84669,-1.250871,-1.101045,-0.170732,-0.700348,-1.735192,-0.627178,0.219512,-0.125436,-2.243902,-1.400697,-0.97561
55,0.677686,-0.700413,-0.636364,-0.865702,-2.347107,-0.427686,-0.632231,-0.231405,-0.933884,-1.247934,-0.981405,-0.677686,-0.729339,-1.702479,-0.869835,0.033058,-0.055785,-2.448347,-1.584711,-0.743802
56,-0.496164,-0.985934,0.054987,-0.694373,-1.957801,-0.744246,-0.918159,-1.648338,-1.026854,-0.978261,-0.765985,-0.818414,-1.084399,-1.278772,-2.163683,-0.299233,-0.483376,-2.227621,-1.209719,-1.358056
57,-0.315972,-0.548611,-0.805556,-0.986111,-2.375,-0.545139,-0.694444,-1.652778,-0.503472,-1.052083,-1.090278,-0.628472,-0.78125,-1.513889,-1.614583,-0.385417,-0.684028,-3.114583,-1.375,-1.208333
58,-3.215259,-2.817439,-0.626703,-2.790191,-2.659401,-1.904632,-1.907357,-3.959128,-2.588556,-1.452316,-0.479564,-2.038147,-2.757493,-2.623978,-3.604905,-1.155313,-1.880109,-4.122616,-3.119891,-2.839237
59,-0.022305,-0.572491,-0.579926,-0.795539,-1.732342,-0.319703,-0.572491,-0.881041,-0.594796,-1.048327,-0.966543,-0.542751,-0.66171,-1.263941,-1.133829,0.070632,-0.282528,-2.156134,-0.97026,-0.877323
60,-0.142857,-0.511429,-0.431429,-0.651429,-1.808571,-0.217143,-0.5,-0.842857,-0.597143,-1.182857,-0.925714,-0.434286,-0.648571,-1.088571,-1.04,-0.008571,-0.365714,-2.025714,-0.965714,-0.96
61,-0.205882,-0.392157,-0.45098,-0.892157,-2.088235,-0.470588,-0.686275,-1.02451,-0.764706,-1.191176,-1.289216,-0.612745,-0.887255,-1.691176,-0.843137,-0.029412,-0.318627,-2.426471,-1.367647,-0.872549
62,0.329487,-0.937179,-0.39359,-0.146154,-2.412821,-0.110256,-0.444872,-0.466667,-1.275641,-1.323077,-1.134615,-0.267949,-0.857692,-1.721795,-1.042308,0.119231,-0.174359,-2.497436,-1.539744,-0.998718
63,-0.036481,-0.349785,-0.847639,-0.628755,-2.592275,-0.358369,-0.519313,-0.946352,-0.540773,-1.212446,-0.937768,-0.751073,-0.914163,-1.390558,-0.304721,-0.33691,-0.358369,-2.266094,-1.109442,-1.002146
64,-0.808376,-0.426396,-0.56599,-1.090102,-2.158629,-0.288071,-0.585025,-1.946701,-0.899746,-1.217005,-0.293147,-1.550761,-1.031726,-1.733503,-1.733503,-0.678934,-0.746193,-1.848985,-1.651015,-1.408629
65,-0.130137,-1.212329,-1.178082,-1.787671,-1.369863,-0.842466,-1.082192,-1.589041,-1.671233,-0.876712,-0.849315,-0.958904,-0.59589,-1.678082,-1.767123,-0.253425,-0.164384,-2.59589,-1.486301,-0.534247
66,-0.393241,0.459293,-0.509985,-0.511521,-3.009217,1.639017,2.003072,-2.551459,-1.142857,-1.356375,-0.427035,0.980031,-0.826421,-2.850998,-2.847926,-0.536098,-0.860215,-3.557604,-2.540707,-1.462366
67,-0.063576,-0.874172,-0.268874,-0.630464,-1.888742,-0.337748,-0.392053,-0.292715,-1.246358,-1.230464,-1.543046,-0.686093,-1.078146,-2.098013,-0.141722,0.900662,1.246358,-2.618543,-1.713907,-0.651656
68,-0.047619,-0.385965,-0.83208,-0.556391,-2.52381,0.160401,-0.06015,-1.343358,-0.967419,-1.042607,-0.634085,-0.41604,-0.468672,-1.546366,-1.689223,-0.172932,-0.674185,-2.882206,-1.573935,-0.994987
69,0.0,-1.280788,-1.310345,-1.704433,-1.423645,-0.527094,-1.083744,-1.512315,-1.384236,-0.596059,-0.640394,-1.083744,-0.26601,-1.541872,-1.068966,-0.1133,-0.009852,-2.463054,-1.482759,-0.334975
70,0.011364,-1.284091,-1.147727,-1.596591,-1.147727,-0.704545,-1.011364,-1.505682,-1.573864,-0.306818,-0.346591,-0.982955,-0.3125,-1.460227,-1.267045,-0.159091,0.045455,-2.5625,-1.477273,-0.164773
71,-0.24359,-0.394872,-0.110256,-0.717949,-2.879487,1.089744,0.989744,-2.435897,-1.346154,-1.4,-0.687179,0.694872,-1.020513,-3.1,-2.920513,0.04359,-0.238462,-4.061538,-2.738462,-1.312821
72,0.114726,-0.044521,-0.854452,-0.59589,-2.458904,-0.25,-0.489726,-0.739726,-0.775685,-1.465753,-1.001712,-0.758562,-1.126712,-1.773973,-0.34589,-0.087329,-0.59589,-2.27911,-1.513699,-1.143836
73,-0.08,-0.393684,-0.635789,-0.562105,-2.336842,-0.332632,-0.334737,-0.962105,-0.475789,-1.042105,-1.115789,-0.313684,-0.656842,-1.364211,-0.903158,-0.309474,-0.284211,-1.776842,-1.061053,-0.802105
74,-0.201072,-0.356568,-0.707775,-0.815013,-2.297587,-0.337802,-0.573727,-1.420912,-0.420912,-1.075067,-1.072386,-0.579088,-0.705094,-1.563003,-1.142091,-0.131367,-0.509383,-2.747989,-1.24933,-1.050938
75,-0.135193,-0.566524,-0.302575,-0.727468,-1.961373,0.062232,-0.244635,-1.339056,-1.023605,-1.120172,-1.133047,0.096567,-0.73176,-1.695279,-0.429185,0.266094,0.021459,-2.484979,-1.48927,-0.961373
76,-0.448925,-0.91129,-0.357527,-0.854839,-2.301075,-0.836022,-0.892473,-1.139785,-1.139785,-1.25,-1.349462,-0.521505,-1.11828,-1.596774,-1.405914,-0.043011,-0.389785,-2.680108,-1.346774,-1.026882
77,-0.130268,-0.452107,-0.448276,-0.850575,-1.969349,-0.237548,-0.272031,-1.214559,-1.034483,-1.233716,-1.214559,-0.10728,-0.793103,-1.528736,-1.199234,-0.241379,-0.498084,-2.429119,-1.218391,-1.045977
78,0.126316,-0.884211,-0.4,-0.568421,-1.831579,-0.347368,-0.463158,-0.305263,-0.768421,-1.757895,-1.736842,-0.621053,-1.010526,-1.947368,-1.252632,0.315789,-0.484211,-2.494737,-1.652632,-1.273684
79,-0.164151,-0.60566,-0.132075,-0.630189,-1.854717,0.133962,-0.160377,-1.181132,-0.964151,-1.039623,-0.979245,-0.058491,-0.650943,-1.649057,-0.420755,0.377358,0.2,-2.401887,-1.433962,-0.830189
80,-0.738602,-0.948328,-0.489362,-0.869301,-1.832827,-0.525836,-0.474164,-1.556231,-0.893617,-1.021277,-1.0,-0.471125,-0.665653,-1.118541,-1.477204,-0.337386,-0.50152,-2.12766,-0.854103,-0.969605
81,0.303354,-0.675305,-0.568598,-0.657012,-2.153963,-0.262195,-0.28811,-0.347561,-1.060976,-1.166159,-1.051829,-0.166159,-0.865854,-1.515244,-1.440549,-0.051829,-0.338415,-2.1875,-1.375,-0.6875
82,-0.260606,-0.493939,-0.578788,-0.60303,-2.163636,-0.427273,-0.375758,-1.221212,-0.60303,-1.060606,-1.133333,-0.815152,-0.809091,-1.366667,-1.090909,-0.281818,-0.475758,-2.318182,-1.012121,-0.933333
83,-0.664804,-0.798883,-0.642458,-1.178771,-1.810056,-0.497207,-0.743017,-1.558659,-0.955307,-1.178771,-1.089385,-0.681564,-0.659218,-1.256983,-1.603352,-0.150838,-0.178771,-2.167598,-0.955307,-0.944134
84,0.2,-1.66,-0.98,-1.71,-1.65,-1.03,-1.27,-0.51,-1.89,-1.07,-1.2,-1.26,-0.73,-2.0,-1.52,-0.09,-0.07,-2.88,-1.88,-0.69
85,-0.604255,-0.8,-0.365957,-0.685106,-3.07234,-0.582979,-0.685106,-1.080851,-0.753191,-1.438298,-1.659574,-0.957447,-1.4,-1.893617,-1.246809,-0.468085,-0.548936,-2.855319,-1.153191,-1.370213
86,-0.651042,-0.8125,-0.255208,-0.515625,-1.734375,-0.489583,-0.276042,-1.463542,-0.807292,-1.203125,-1.239583,-0.354167,-0.942708,-1.526042,-1.59375,-0.1875,-0.416667,-2.484375,-0.973958,-1.145833
87,-0.419355,-0.654378,-0.456221,-1.013825,-1.852535,-0.529954,-0.663594,-1.391705,-1.023041,-0.847926,-0.870968,-0.37788,-0.576037,-1.483871,-1.023041,-0.221198,-0.211982,-2.345622,-1.193548,-0.792627
88,-0.670077,-1.234015,-0.26087,-0.978261,-2.18798,-1.144501,-1.305627,-1.957801,-1.641944,-1.40665,-1.140665,-1.258312,-1.581841,-1.689258,-2.928389,-0.616368,-0.872123,-2.765985,-1.731458,-1.707161
89,0.2525,-0.055,-0.8425,-0.8925,-2.445,-0.2625,-0.545,-1.02,-0.615,-1.505,-1.225,-0.755,-1.0425,-1.9125,-0.73,-0.075,-0.425,-2.385,-1.315,-0.9525
90,0.076797,-0.818627,-0.836601,-0.955882,-2.132353,-0.455882,-0.553922,-0.960784,-1.042484,-1.014706,-0.916667,-0.614379,-0.619281,-1.550654,-1.034314,-0.073529,-0.310458,-2.320261,-1.506536,-0.844771
91,0.159558,-0.390205,0.007899,-0.35703,-2.093207,0.086888,-0.262243,-0.701422,-0.685624,-1.263823,-1.162717,-0.375987,-1.045814,-1.865719,-0.300158,0.448657,0.189573,-2.672986,-1.666667,-0.992101
92,-0.332714,-0.511152,-0.381041,-0.745353,-2.263941,-0.091078,-0.369888,-1.271375,-0.780669,-0.975836,-0.871747,-0.171004,-0.635688,-1.565056,-1.416357,-0.347584,-0.377323,-2.459108,-1.310409,-0.97026
93,-0.059155,-0.507042,-0.907042,-0.749296,-2.495775,-0.019718,-0.287324,-1.540845,-0.938028,-1.126761,-0.546479,-0.735211,-0.591549,-1.687324,-2.005634,-0.374648,-0.712676,-3.160563,-1.766197,-1.025352
94,0.189349,-0.926036,-0.54142,-0.556213,-2.04142,0.372781,-0.449704,-0.606509,-0.452663,-1.908284,-1.701183,-0.633136,-1.461538,-2.177515,2.02071,0.556213,0.085799,-2.5,-1.713018,-1.360947
95,-0.280048,-0.877404,-0.364183,-0.800481,-2.040865,0.015625,-0.278846,-1.393029,-0.980769,-0.819712,-0.788462,-0.41226,-0.538462,-1.258413,-1.484375,-0.08774,-0.024038,-2.254808,-0.996394,-0.674279
96,-0.213622,-0.718266,-0.325077,-0.603715,-1.826625,-0.176471,-0.427245,-0.882353,-0.947368,-1.281734,-1.210526,-0.544892,-0.798762,-1.674923,-1.396285,0.216718,-0.018576,-2.377709,-1.411765,-0.962848
97,0.323144,-1.213974,-0.908297,-1.358079,-1.545852,-0.729258,-0.960699,-0.742358,-1.462882,-0.68559,-0.69869,-0.829694,-0.572052,-1.406114,-1.122271,0.030568,-0.126638,-2.331878,-1.436681,-0.441048
98,-1.040816,-0.918367,-1.362245,-1.47449,-2.663265,-1.22449,-0.928571,-2.188776,-1.178571,-1.045918,-1.295918,-0.918367,-1.290816,-1.663265,-2.214286,-1.163265,-1.204082,-3.362245,-1.341837,-1.306122
99,-0.923077,-0.764423,-0.057692,-0.956731,-1.9375,-0.322115,-0.663462,-1.836538,-1.201923,-0.730769,-1.206731,-0.019231,-0.889423,-1.572115,-1.932692,-0.221154,-0.341346,-2.836538,-1.331731,-0.980769
100,-0.440154,-0.864865,-0.926641,-1.27027,-1.810811,-0.621622,-0.891892,-1.266409,-1.258687,-1.135135,-1.061776,-0.957529,-0.76834,-1.667954,-1.416988,-0.447876,-0.590734,-2.27027,-1.185328,-0.949807
101,-0.47234,-0.491489,-0.365957,-0.602128,-2.27234,-0.457447,-0.444681,-1.421277,-0.659574,-0.965957,-0.917021,-0.202128,-0.691489,-1.182979,-1.474468,-0.229787,-0.46383,-2.487234,-1.0,-0.989362
102,-0.249438,-0.575281,-0.734831,-0.982022,-1.894382,-0.249438,-0.34382,-1.316854,-1.0,-1.159551,-1.130337,-0.346067,-0.674157,-1.608989,-1.278652,-0.103371,-0.373034,-2.413483,-1.294382,-0.88764
103,-0.62963,-1.0,-0.22963,-0.651852,-2.177778,-0.311111,-0.222222,-1.785185,-0.896296,-0.962963,-1.155556,-0.688889,-0.725926,-1.185185,-1.822222,-0.244444,-0.37037,-2.362963,-0.985185,-0.918519
104,-0.201754,-0.460526,-0.434211,-0.482456,-2.311404,-0.359649,-0.372807,-0.912281,-0.692982,-1.701754,-1.596491,-0.434211,-1.118421,-1.736842,-1.184211,0.140351,-0.328947,-2.657895,-1.285088,-1.254386
105,-0.942029,-0.623188,-1.471014,-1.528986,-2.362319,-0.478261,-0.702899,-1.905797,-1.094203,-1.028986,-0.688406,-1.028986,-0.652174,-1.224638,-2.115942,-0.84058,-0.833333,-2.311594,-1.195652,-0.891304
106,-0.518797,-1.165414,-0.917293,-1.172932,-1.819549,-0.616541,-0.721805,-1.43609,-1.0,-0.691729,-0.631579,-0.834586,-0.511278,-1.300752,-1.992481,-0.338346,-0.488722,-2.120301,-1.037594,-0.766917
107,0.411337,-0.481105,-0.710756,-0.678779,-2.045058,-0.281977,-0.402616,-0.616279,-0.888081,-0.979651,-0.65407,-0.678779,-0.536337,-1.417151,-0.510174,0.043605,-0.117733,-2.040698,-1.302326,-0.640988
108,0.478873,0.115493,-1.094366,-0.683099,-2.123944,-0.015493,-0.233803,-0.985915,-0.807042,-1.212676,-0.778873,-0.516901,-0.826761,-1.888732,-0.601408,-0.205634,-0.388732,-2.430986,-1.656338,-0.798592
109,0.349325,-0.358321,-0.830585,-0.941529,-2.046477,-0.128936,-0.490255,-0.754123,-1.103448,-1.295352,-0.922039,-0.601199,-0.772114,-1.778111,-0.751124,0.076462,-0.157421,-2.226387,-1.568216,-0.854573
110,0.372442,-0.376535,-0.836289,-0.799454,-2.080491,-0.114598,-0.478854,-0.754434,-0.869031,-1.136426,-0.869031,-0.553888,-0.665757,-1.699864,-0.837653,-0.010914,-0.216917,-2.223738,-1.495225,-0.748977
111,0.310448,-0.368657,-0.902985,-0.965672,-2.014925,-0.180597,-0.504478,-0.761194,-1.131343,-1.322388,-0.974627,-0.628358,-0.758209,-1.795522,-0.680597,0.031343,-0.208955,-2.195522,-1.595522,-0.879104
112,0.490701,-0.470672,-0.648069,-0.656652,-1.927039,-0.250358,-0.446352,-0.623748,-0.872675,-0.982833,-0.636624,-0.669528,-0.503577,-1.452074,-0.477825,0.098712,-0.11731,-2.048641,-1.399142,-0.622318
113,-0.094724,-0.450839,-0.577938,-0.595923,-1.97482,-0.142686,-0.278177,-1.057554,-0.854916,-1.032374,-1.005995,-0.279376,-0.711031,-1.531175,-0.85012,-0.147482,-0.318945,-2.255396,-1.197842,-0.794964
114,-0.405217,0.10087,-0.763478,-0.683478,-1.890435,-0.130435,-0.405217,-1.768696,-0.335652,-1.226087,-0.246957,-1.728696,-0.464348,-1.466087,-1.49913,-0.725217,-0.753043,-1.323478,-1.34087,-1.170435
